ID_Cliente,Evasion,Genero,AdultoMayor,TienePareja,Dependientes,MesesAntiguedad,ServicioTelefonico,LineasMultiples,ServicioInternet,SeguridadEnLinea,RespaldoEnLinea,ProteccionDispositivo,SoporteTecnico,StreamingTV,StreamingPeliculas,TipoContrato,FacturaElectronica,MetodoPago,CuentasDiarias,CargoMensual,CargoTotal
1855-CFULU,No,Femenino,Sí,No,No,4,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,0.67,20.05,91.45
1862-QRWPE,No,Femenino,No,Sí,Sí,48,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria (automática),0.69,20.65,1057.0
1862-SKORY,Sí,Femenino,Sí,Sí,No,40,No,Sin servicio telefónico,DSL,No,Sí,No,No,Sí,No,Mensual,Sí,Cheque electrónico,1.31,39.3,1637.4
1866-DIOQZ,No,Femenino,No,Sí,No,71,No,Sin servicio telefónico,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Un año,No,Transferencia bancaria (automática),2.23,66.8,4689.15
1866-NXPSP,No,Femenino,No,No,No,36,Sí,No,DSL,Sí,Sí,Sí,Sí,No,Sí,Un año,Sí,Cheque por correo,2.52,75.55,2680.15
1866-OBPNR,No,Masculino,No,Sí,Sí,1,Sí,No,Fibra óptica,No,Sí,No,No,No,No,Mensual,No,Tarjeta de crédito (automático),2.49,74.6,74.6
1866-RZZQS,Sí,Masculino,Sí,No,No,41,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí,Mensual,Sí,Cheque electrónico,3.28,98.4,4187.75
1866-ZSLJM,No,Masculino,No,No,No,21,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Tarjeta de crédito (automático),0.68,20.5,402.85
1867-BDVFH,Sí,Masculino,No,Sí,Sí,11,Sí,Sí,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,2.48,74.35,834.2
1867-TJHTS,No,Femenino,No,No,No,58,Sí,Sí,Fibra óptica,Sí,No,No,No,No,No,Mensual,Sí,Transferencia bancaria (automática),2.66,79.8,4526.85
1871-MOWRM,Sí,Masculino,No,Sí,No,12,Sí,No,Fibra óptica,Sí,No,No,Sí,No,No,Mensual,No,Transferencia bancaria (automática),2.7,80.85,866.45
1872-EBWSC,No,Femenino,No,No,No,29,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Cheque por correo,0.68,20.35,617.35
1875-QIVME,Sí,Femenino,No,Sí,No,2,Sí,Sí,Fibra óptica,No,No,Sí,Sí,Sí,Sí,Mensual,Sí,Cheque electrónico,3.48,104.4,242.8
1877-HKBQX,No,Femenino,No,No,No,11,Sí,No,DSL,Sí,No,No,Sí,No,No,Un año,Sí,Cheque por correo,1.82,54.6,617.85
1891-FZYSA,Sí,Masculino,Sí,Sí,No,69,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,No,Mensual,Sí,Cheque electrónico,3.0,89.95,6143.15
1891-QRQSA,No,Masculino,Sí,Sí,Sí,64,Sí,Sí,Fibra óptica,Sí,No,Sí,Sí,Sí,Sí,Dos años,Sí,Transferencia bancaria (automática),3.72,111.6,7099.0
1891-UAWWU,Sí,Femenino,Sí,Sí,No,20,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,No,Mensual,No,Cheque electrónico,3.03,90.8,1951.0
1894-IGFSG,Sí,Femenino,No,No,No,22,Sí,No,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,No,Cheque electrónico,2.98,89.25,1907.85
1895-QTKDO,No,Femenino,No,No,No,1,Sí,No,DSL,No,No,No,No,No,No,Mensual,No,Tarjeta de crédito (automático),1.46,43.95,43.95
1897-OKVMW,No,Femenino,No,Sí,Sí,64,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Cheque por correo,3.02,90.6,5817.45
1897-RCFUM,No,Femenino,No,Sí,Sí,39,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,Sí,Cheque por correo,0.81,24.2,914.6
1898-JSNDC,No,Femenino,No,No,No,39,Sí,No,DSL,No,Sí,No,No,Sí,No,Un año,Sí,Tarjeta de crédito (automático),1.95,58.6,2224.5
1899-VXWXM,Sí,Masculino,No,No,No,48,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Un año,Sí,Tarjeta de crédito (automático),3.54,106.1,5082.8
1902-XBTFB,Sí,Masculino,No,No,Sí,22,Sí,No,Fibra óptica,No,Sí,Sí,No,Sí,No,Mensual,Sí,Cheque electrónico,2.98,89.4,2001.5
1904-WAJAA,No,Femenino,No,Sí,Sí,24,Sí,Sí,DSL,Sí,Sí,Sí,No,No,No,Dos años,No,Cheque electrónico,2.14,64.35,1558.65
1905-OEILC,No,Femenino,No,No,No,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,0.65,19.5,19.5
1907-UBQFC,Sí,Masculino,Sí,No,No,10,Sí,No,Fibra óptica,No,Sí,No,No,No,No,Mensual,Sí,Cheque electrónico,2.43,72.85,688.65
1907-YLNYW,No,Masculino,No,No,No,8,Sí,No,DSL,Sí,No,Sí,No,No,Sí,Mensual,Sí,Cheque electrónico,2.22,66.7,579.0
1910-FMXJM,No,Femenino,No,Sí,No,36,Sí,No,Fibra óptica,No,No,No,No,No,Sí,Mensual,No,Cheque electrónico,2.68,80.4,2937.65
1915-IOFGU,Sí,Femenino,No,No,No,1,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,No,Cheque electrónico,2.35,70.5,70.5
1915-OAKWD,No,Femenino,No,No,Sí,16,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,Sí,Transferencia bancaria (automática),0.64,19.3,360.35
1918-ZBFQJ,Sí,Femenino,No,No,No,13,Sí,No,Fibra óptica,No,Sí,Sí,No,No,No,Mensual,Sí,Cheque electrónico,2.64,79.25,1111.65
1919-RTPQD,No,Masculino,No,Sí,Sí,7,Sí,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque electrónico,1.49,44.75,333.65
1921-KYSAY,No,Femenino,No,No,No,41,Sí,Sí,DSL,No,No,Sí,Sí,No,Sí,Un año,Sí,Cheque electrónico,2.29,68.6,2877.05
1925-GMVBW,No,Femenino,No,No,No,5,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Tarjeta de crédito (automático),0.68,20.55,96.1
1925-LFCZZ,No,Masculino,Sí,No,No,55,No,Sin servicio telefónico,DSL,No,No,Sí,No,Sí,Sí,Un año,Sí,Transferencia bancaria (automática),1.67,50.05,2743.45
1925-TIBLE,Sí,Femenino,No,Sí,No,7,Sí,Sí,Fibra óptica,No,No,No,No,Sí,No,Mensual,Sí,Cheque electrónico,2.88,86.5,582.5
1926-QUZNN,No,Femenino,No,Sí,No,72,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Transferencia bancaria (automática),0.84,25.25,1841.2
1927-QEWMY,No,Femenino,No,Sí,No,72,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de crédito (automático),0.68,20.5,1502.25
1928-BXYIV,No,Masculino,No,No,No,1,Sí,Sí,DSL,Sí,Sí,No,No,No,No,Mensual,No,Cheque electrónico,2.04,61.15,61.15
1929-ZCBHE,No,Masculino,No,Sí,Sí,47,No,Sin servicio telefónico,DSL,Sí,No,Sí,Sí,No,No,Un año,No,Cheque electrónico,1.34,40.3,1794.8
1930-BZLHI,No,Masculino,No,No,No,21,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,Sí,Cheque por correo,0.68,20.35,422.7
1930-QPBVZ,No,Masculino,No,Sí,Sí,68,Sí,No,Fibra óptica,Sí,Sí,No,Sí,No,Sí,Dos años,No,Transferencia bancaria (automática),3.17,95.1,6683.4
1930-WNXSB,No,Masculino,No,Sí,Sí,58,Sí,No,Fibra óptica,No,Sí,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,3.1,92.85,5305.05
1932-UEDCX,No,Masculino,Sí,Sí,No,33,Sí,Sí,Fibra óptica,No,Sí,No,No,Sí,Sí,Mensual,Sí,Transferencia bancaria (automática),3.35,100.6,3270.25
1934-MKPXS,No,Masculino,No,Sí,Sí,33,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Tarjeta de crédito (automático),0.67,20.1,620.55
1934-SJVJK,Sí,Masculino,No,No,No,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,0.67,20.15,20.15
1935-IMVBB,No,Masculino,No,Sí,No,56,Sí,No,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,No,Cheque por correo,2.99,89.7,4952.95
1936-CZAKF,No,Masculino,No,Sí,No,49,No,Sin servicio telefónico,DSL,No,Sí,No,No,Sí,Sí,Dos años,No,Tarjeta de crédito (automático),1.66,49.65,2409.9
1936-UAFEH,No,Femenino,No,No,No,68,Sí,Sí,Fibra óptica,Sí,Sí,No,Sí,Sí,Sí,Dos años,No,Tarjeta de crédito (automático),3.68,110.25,7279.35
1937-OTUKY,No,Femenino,No,Sí,No,72,Sí,Sí,Fibra óptica,Sí,No,Sí,Sí,Sí,No,Dos años,Sí,Transferencia bancaria (automática),3.27,98.2,7015.9
1941-HOSAM,No,Masculino,No,Sí,Sí,1,Sí,No,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,3.0,90.1,90.1
1942-OQFRW,No,Masculino,No,No,No,1,Sí,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque electrónico,1.47,44.0,44.0
1945-XISKS,No,Femenino,No,Sí,No,67,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque por correo,0.65,19.65,1335.2
1950-KSVVJ,No,Femenino,No,Sí,No,45,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí,Un año,No,Cheque por correo,3.78,113.3,5032.25
1951-IEYXM,No,Masculino,No,Sí,Sí,72,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Tarjeta de crédito (automático),3.02,90.6,6441.85
1952-DVVSW,No,Femenino,No,Sí,No,10,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Cheque por correo,0.67,20.1,184.4
1955-IBMMB,No,Masculino,No,No,No,59,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Transferencia bancaria (automática),0.67,20.2,1192.3
1956-YIFGE,No,Masculino,No,Sí,Sí,22,Sí,No,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Un año,Sí,Cheque por correo,3.34,100.05,2090.25
1958-RNRKS,No,Masculino,No,Sí,No,30,Sí,Sí,DSL,No,No,No,No,No,No,Mensual,No,Cheque electrónico,1.66,49.9,1441.95
1960-UOTYM,No,Masculino,No,Sí,Sí,52,Sí,No,DSL,Sí,Sí,Sí,No,Sí,Sí,Dos años,No,Cheque electrónico,2.64,79.2,4016.3
1960-UYCNN,No,Masculino,No,No,No,10,Sí,Sí,Fibra óptica,No,Sí,Sí,No,No,Sí,Mensual,Sí,Cheque electrónico,3.18,95.25,1021.55
1963-SVUCV,Sí,Masculino,No,No,No,1,Sí,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque electrónico,1.51,45.3,45.3
1963-VAUKV,Sí,Femenino,No,No,No,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,0.68,20.4,20.4
1964-SVLEA,No,Masculino,No,No,No,20,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,Sí,Cheque por correo,0.66,19.7,415.9
1965-AKTSX,Sí,Femenino,Sí,No,No,14,Sí,Sí,Fibra óptica,No,Sí,No,No,No,No,Mensual,Sí,Cheque electrónico,2.63,78.95,1101.85
1965-DDBWU,Sí,Masculino,No,No,No,16,Sí,Sí,Fibra óptica,No,No,No,Sí,No,Sí,Mensual,Sí,Tarjeta de crédito (automático),2.97,89.05,1448.6
1970-KKFWL,No,Femenino,No,No,No,35,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria (automática),0.78,23.3,797.1
1971-DTCZB,No,Femenino,No,Sí,No,72,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Transferencia bancaria (automática),3.03,90.95,6468.6
1972-XMUWV,No,Femenino,No,Sí,No,65,Sí,No,DSL,No,No,No,Sí,Sí,No,Dos años,Sí,Tarjeta de crédito (automático),1.99,59.8,3808.2
1976-AZZPJ,No,Masculino,No,Sí,No,7,No,Sin servicio telefónico,DSL,Sí,Sí,No,No,No,No,Mensual,No,Cheque por correo,1.14,34.2,256.6
1976-CFOCS,Sí,Femenino,Sí,Sí,No,1,Sí,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque electrónico,1.53,46.0,46.0
1977-STDKI,Sí,Femenino,Sí,No,No,1,Sí,No,Fibra óptica,No,Sí,No,No,No,No,Mensual,Sí,Cheque electrónico,2.43,73.0,73.0
1980-KXVPM,Sí,Femenino,Sí,No,No,3,Sí,Sí,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Tarjeta de crédito (automático),2.5,75.05,256.25
1981-INRFU,Sí,Femenino,No,No,No,2,Sí,No,Fibra óptica,No,No,No,No,Sí,No,Mensual,Sí,Cheque electrónico,2.66,79.75,164.5
1982-FEBTD,No,Femenino,No,Sí,Sí,23,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Tarjeta de crédito (automático),0.85,25.6,514.75
1984-FCOWB,Sí,Femenino,No,Sí,No,70,Sí,Sí,Fibra óptica,No,Sí,Sí,Sí,Sí,Sí,Un año,Sí,Cheque electrónico,3.65,109.5,7674.55
1984-GPTEH,No,Femenino,No,No,No,29,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque electrónico,0.84,25.15,702.0
1985-MBRYP,No,Femenino,No,No,No,43,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Transferencia bancaria (automática),0.65,19.65,779.25
1986-PHGZF,No,Masculino,Sí,No,No,18,Sí,Sí,DSL,Sí,Sí,No,No,No,No,Mensual,Sí,Tarjeta de crédito (automático),1.95,58.4,964.9
1987-AUELQ,No,Femenino,No,Sí,No,71,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de crédito (automático),0.84,25.05,1873.7
1989-PRJHP,Sí,Masculino,Sí,Sí,No,27,Sí,Sí,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,2.52,75.5,1893.95
1991-VOPLL,No,Femenino,No,No,No,9,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,0.64,19.05,157.65
1996-DBMUS,No,Femenino,Sí,Sí,No,48,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Transferencia bancaria (automática),2.36,70.65,3545.05
1998-VHJHK,No,Femenino,No,No,No,27,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Cheque por correo,0.64,19.15,501.35
2000-DHJUY,No,Femenino,Sí,Sí,No,70,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Transferencia bancaria (automática),3.07,92.2,6474.45
2000-MPKCA,No,Femenino,No,No,No,58,Sí,Sí,Fibra óptica,Sí,Sí,Sí,No,Sí,Sí,Un año,Sí,Cheque electrónico,3.59,107.75,6332.75
2001-EWBQU,No,Femenino,No,No,No,60,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Dos años,No,Cheque electrónico,3.49,104.7,6333.8
2001-MCUUW,No,Masculino,No,No,No,46,Sí,Sí,Fibra óptica,No,Sí,Sí,Sí,Sí,Sí,Dos años,No,Cheque electrónico,3.62,108.65,4903.2
2002-MZHWP,Sí,Femenino,No,No,No,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,0.68,20.5,20.5
2003-CKLOR,Sí,Masculino,No,No,No,66,Sí,No,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Mensual,No,Cheque electrónico,3.32,99.5,6710.5
2004-OCQXK,Sí,Femenino,No,No,No,1,Sí,No,Fibra óptica,No,No,No,No,No,Sí,Mensual,Sí,Cheque electrónico,2.73,81.95,81.95
2005-DWQZJ,No,Femenino,No,Sí,Sí,8,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque por correo,0.64,19.05,201.7
2007-QVGAW,No,Femenino,No,Sí,Sí,68,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Transferencia bancaria (automática),0.64,19.35,1292.65
2011-TRQYE,Sí,Masculino,No,No,No,18,No,Sin servicio telefónico,DSL,No,Sí,Sí,No,No,No,Mensual,Sí,Tarjeta de crédito (automático),1.12,33.5,600.0
2012-NWRPA,Sí,Femenino,Sí,Sí,No,11,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí,Mensual,Sí,Cheque electrónico,3.32,99.55,1131.2
2013-SGDXK,Sí,Femenino,No,No,No,1,Sí,No,Fibra óptica,No,Sí,No,No,Sí,No,Mensual,No,Cheque electrónico,2.81,84.3,84.3
2014-MKGMH,No,Femenino,No,No,No,46,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí,Un año,Sí,Cheque electrónico,3.37,101.1,4674.4
2017-CCBLH,No,Femenino,No,No,No,8,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque por correo,0.67,20.0,141.6
2018-PZKMU,No,Masculino,No,Sí,Sí,9,Sí,No,Fibra óptica,No,No,Sí,Sí,Sí,Sí,Mensual,No,Cheque electrónico,3.44,103.1,970.45
2018-QKYGT,No,Masculino,No,Sí,Sí,1,Sí,No,Fibra óptica,No,No,No,No,No,Sí,Mensual,Sí,Cheque electrónico,2.7,81.05,81.05
2019-HDCZY,No,Masculino,No,Sí,No,63,Sí,Sí,Fibra óptica,No,No,Sí,No,Sí,Sí,Dos años,No,Cheque electrónico,3.42,102.6,6296.75
2023-VQFDL,No,Masculino,No,No,No,18,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque electrónico,0.63,19.0,348.8
2024-BASKD,Sí,Femenino,No,No,No,1,Sí,No,Fibra óptica,No,No,Sí,No,No,No,Mensual,Sí,Cheque por correo,2.49,74.6,74.6
2025-JKFWI,Sí,Masculino,No,No,No,13,Sí,Sí,Fibra óptica,No,No,No,Sí,Sí,Sí,Mensual,Sí,Cheque por correo,3.3,99.0,1301.7
2026-TGDHM,Sí,Femenino,No,No,No,7,Sí,No,Fibra óptica,No,No,No,No,No,Sí,Mensual,Sí,Cheque electrónico,2.64,79.3,523.15
2027-CWDNU,No,Masculino,No,Sí,Sí,18,Sí,No,Fibra óptica,No,No,No,Sí,No,Sí,Mensual,Sí,Cheque electrónico,2.85,85.6,1601.5
2027-DNKIV,No,Masculino,No,Sí,Sí,37,Sí,No,DSL,Sí,No,Sí,Sí,No,No,Un año,Sí,Cheque por correo,1.96,58.75,2203.1
2027-FECZV,Sí,Masculino,No,No,No,12,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Mensual,Sí,Cheque electrónico,3.56,106.7,1253.9
2027-OAQQC,Sí,Femenino,No,No,No,43,No,Sin servicio telefónico,DSL,No,No,Sí,No,Sí,Sí,Mensual,Sí,Transferencia bancaria (automática),1.64,49.05,2076.2
2027-WKXMW,No,Femenino,No,Sí,No,63,Sí,Sí,Fibra óptica,No,Sí,Sí,Sí,Sí,Sí,Mensual,Sí,Cheque electrónico,3.62,108.75,6871.7
2030-BTZRO,No,Masculino,No,Sí,Sí,6,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Sí,Tarjeta de crédito (automático),0.68,20.4,107.6
2034-CGRHZ,Sí,Masculino,Sí,No,No,24,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,Sí,Mensual,Sí,Tarjeta de crédito (automático),3.43,102.95,2496.7
2034-GDRCN,Sí,Femenino,No,No,No,2,Sí,No,Fibra óptica,No,No,No,No,Sí,Sí,Mensual,Sí,Cheque electrónico,3.01,90.4,168.2
2037-SGXHH,Sí,Masculino,No,Sí,Sí,38,Sí,Sí,Fibra óptica,No,Sí,Sí,No,Sí,No,Mensual,Sí,Cheque electrónico,3.16,94.65,3624.3
2037-XJFUP,Sí,Masculino,No,Sí,No,33,Sí,No,Fibra óptica,No,No,Sí,No,Sí,Sí,Un año,Sí,Cheque electrónico,3.19,95.8,3036.75
2038-LLMLM,No,Femenino,No,No,No,48,Sí,Sí,Fibra óptica,No,No,Sí,Sí,Sí,Sí,Mensual,Sí,Cheque electrónico,3.46,103.85,4946.05
2038-OEQZH,No,Masculino,No,No,No,4,Sí,No,Fibra óptica,No,No,Sí,No,No,Sí,Mensual,No,Cheque electrónico,2.87,86.05,308.1
2038-YSEZE,No,Femenino,No,No,No,29,Sí,Sí,DSL,Sí,Sí,No,Sí,No,No,Mensual,No,Cheque por correo,2.25,67.45,1801.1
2039-JONDJ,No,Masculino,No,No,No,27,Sí,No,DSL,Sí,Sí,No,No,No,No,Un año,No,Transferencia bancaria (automática),1.85,55.45,1477.65
2040-LDIWQ,No,Masculino,No,Sí,Sí,65,Sí,Sí,DSL,No,Sí,Sí,Sí,Sí,Sí,Dos años,Sí,Transferencia bancaria (automática),2.81,84.2,5324.5
2040-OBMLJ,No,Masculino,No,No,No,31,Sí,Sí,Fibra óptica,No,No,No,Sí,No,No,Un año,No,Tarjeta de crédito (automático),2.72,81.7,2548.65
2040-VZIKE,No,Femenino,No,Sí,No,49,Sí,Sí,Fibra óptica,Sí,No,No,No,Sí,Sí,Mensual,Sí,Cheque por correo,3.36,100.85,4847.35
2040-XBAVJ,No,Masculino,No,Sí,Sí,72,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,Sí,Sí,Dos años,No,Transferencia bancaria (automática),3.82,114.45,8100.55
2041-JIJCI,No,Femenino,No,No,No,5,Sí,Sí,DSL,No,Sí,No,No,No,Sí,Mensual,Sí,Cheque electrónico,2.13,64.0,370.25
2043-WVTQJ,No,Masculino,No,Sí,No,1,Sí,No,DSL,Sí,No,Sí,No,No,No,Mensual,No,Cheque por correo,1.86,55.7,55.7
2045-BMBTJ,No,Femenino,Sí,No,No,33,No,Sin servicio telefónico,DSL,Sí,Sí,Sí,No,Sí,Sí,Mensual,Sí,Transferencia bancaria (automática),1.98,59.45,1884.65
2049-BAFNW,No,Femenino,No,No,No,1,No,Sin servicio telefónico,DSL,No,No,Sí,Sí,No,No,Mensual,No,Cheque por correo,1.2,35.9,35.9
2050-ONYDQ,No,Femenino,No,Sí,Sí,65,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de crédito (automático),0.87,26.0,1654.85
2054-PJOCK,No,Femenino,No,No,No,60,Sí,Sí,DSL,No,No,Sí,Sí,Sí,Sí,Un año,No,Tarjeta de crédito (automático),2.68,80.55,4847.05
2055-BFOCC,No,Masculino,Sí,Sí,No,63,Sí,No,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Un año,Sí,Transferencia bancaria (automática),2.8,84.0,5329.55
2055-PDADH,Sí,Femenino,Sí,No,No,3,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,2.35,70.4,204.7
2055-SIFSS,No,Femenino,Sí,Sí,No,55,Sí,Sí,DSL,No,No,No,No,No,No,Mensual,No,Transferencia bancaria (automática),1.72,51.65,2838.55
2056-EVGZL,No,Masculino,No,Sí,Sí,68,Sí,No,Fibra óptica,No,Sí,Sí,Sí,Sí,Sí,Un año,No,Tarjeta de crédito (automático),3.52,105.75,7322.5
2057-BOYKM,No,Femenino,Sí,Sí,No,72,Sí,Sí,Fibra óptica,Sí,Sí,Sí,Sí,No,No,Dos años,Sí,Transferencia bancaria (automática),3.22,96.6,6827.5
2057-ZBLPD,Sí,Femenino,No,Sí,No,21,Sí,Sí,Fibra óptica,No,No,No,No,No,Sí,Mensual,Sí,Cheque electrónico,2.88,86.5,1808.7
2058-DCJBE,Sí,Masculino,No,No,No,5,Sí,No,Fibra óptica,No,No,No,No,No,No,Mensual,Sí,Cheque electrónico,2.33,69.75,324.6
2061-VVFST,No,Femenino,No,Sí,No,37,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Transferencia bancaria (automática),0.65,19.5,805.2
